Property Name,City,State,Airport No. 1,Airport No. 2,Airport No. 3,What are your lowest available weekend rates?,What are your lowest available weeknight rates?,Property Logo,Ad Format,Line No. 1,Line No. 2,Image No. 1,Image No. 2,Image No. 3,Text,Button,Primary Color,Secondary Color,Additional Colors,Entry Date
Sunset Marquis,West Hollywood,CA,LAX - Los Angeles International,--Please select--,--Please select--,$295 ,$295 ,http://www.gcommercesolutions.com/wp-content/uploads/gravity_forms/10-24db1e5882742cdeed0390a09680719c/2014/02/sunset_marquis_logo.png,Horizontal Logo,Reserve your,West Hollywood stay,http://www.gcommercesolutions.com/wp-content/uploads/gravity_forms/10-24db1e5882742cdeed0390a09680719c/2014/02/SF_2BedroomVilla.jpg,http://www.gcommercesolutions.com/wp-content/uploads/gravity_forms/10-24db1e5882742cdeed0390a09680719c/2014/02/SMQ_Pool_Hero.jpg,http://www.gcommercesolutions.com/wp-content/uploads/gravity_forms/10-24db1e5882742cdeed0390a09680719c/2014/02/SMQ_Restaurant_Hero.jpg,"Located just off Sunset Strip, let Sunset Marquis be your home away from home",www.sunsetmarquis.com,#b1bc22,#959ca1,,2/20/2014
